sample_id,Staphylococcus_epidermidis,Streptococcus_oralis,Corynebacterium_striatum,Cutibacterium_acnes,Rothia_dentocariosa,Neisseria_sicca,Micrococcus_luteus,Streptococcus_mitis,Haemophilus_parainfluenzae,Lactobacillus_gasseri,Clostridium_perfringens,Clostridium_difficile,Bacteroides_fragilis,Parvimonas_micra,Peptostreptococcus_anaerobius,Escherichia_coli,Klebsiella_pneumoniae,Proteus_mirabilis,Morganella_morganii,Enterococcus_faecalis,Wohlfahrtiimonas_chitiniclastica,Ignatzschineria_larvae,Fusobacterium_nucleatum,Prevotella_melaninogenica,Acinetobacter_baumannii,Pseudomonas_fluorescens,Pseudomonas_putida,Bacillus_subtilis,Bacillus_cereus,Flavobacterium_succinicans,Sphingobacterium_multivorum,Chryseobacterium_gleum,Streptomyces_albus,Nocardia_asteroides,Planococcus_halocryophilus,Pedobacter_heparinus,Cellulomonas_flavigena,Arthrobacter_globiformis,Burkholderia_cepacia,Rhizobium_radiobacter,Brevibacterium_casei,Corynebacterium_jeikeium,Streptococcus_constellatus,Propionibacterium_avidum,Serratia_marcescens,Staphylococcus_aureus,Treponema_denticola,Campylobacter_rectus,Filifactor_alocis,Prevotella_intermedia
SAMP_4079,0,0,0,0,0,0,0,0,0,0,19,234,119,3,9,8,2,128,416,33,797,974,0,1,2961,4135,2210,3587,2187,1667,861,940,708,275,605,1214,238,447,774,127,1925,1626,1499,1182,0,0,0,0,0,0
SAMP_4080,718,717,1435,939,219,114,406,215,57,218,2561,681,1012,703,533,928,468,781,516,1377,249,648,810,995,31,10,14,21,46,8,6,2,0,0,5,2,1,1,4,0,473,883,671,626,0,0,0,0,0,0
SAMP_4081,1,0,2,2,0,1,1,0,0,0,2268,1723,2032,333,1067,504,391,2411,3124,1599,1755,2380,74,398,986,809,295,337,865,179,93,52,38,18,31,80,14,38,113,15,1183,1068,979,390,0,0,0,0,0,0
SAMP_4082,1007,657,2144,776,427,249,332,329,88,260,919,678,505,365,199,821,483,271,219,640,230,344,658,392,29,19,9,18,19,1,4,0,1,0,1,2,1,1,1,0,781,756,384,322,62,0,0,0,0,0
SAMP_4083,20,5,13,12,5,0,5,2,1,1,1580,551,904,499,491,677,482,560,790,1087,577,719,218,731,141,111,34,48,86,22,12,5,6,1,6,4,1,6,11,3,423,430,187,163,0,0,0,0,0,0
SAMP_4084,0,0,0,0,0,0,0,0,0,0,125,389,600,28,66,47,4,594,626,134,1919,1703,0,11,3062,1664,1228,1249,1573,513,312,185,142,92,239,474,39,205,398,32,965,884,500,760,0,0,0,0,0,0
SAMP_4085,2696,1859,2041,1544,905,449,751,1230,218,425,4524,823,642,764,784,1380,1148,717,555,1155,469,752,1543,863,50,35,23,42,64,5,4,2,2,0,2,5,0,2,2,0,1239,946,962,934,0,0,0,0,0,0
SAMP_4086,3994,2936,2612,3280,920,1553,977,1463,832,686,1056,393,168,175,199,634,254,84,142,387,95,159,219,127,32,9,4,10,7,3,2,0,1,2,1,1,0,1,1,0,872,1198,714,1126,0,79,0,0,0,0
SAMP_4087,1490,1788,2736,1989,825,641,870,1402,310,586,1968,560,488,187,435,986,602,177,253,735,144,245,409,266,40,7,1,18,11,2,3,0,0,0,0,1,0,0,1,2,1201,1530,815,693,0,0,0,0,0,0
SAMP_4088,3,0,3,2,2,0,0,0,0,0,1099,1678,1487,356,754,424,289,1288,1302,1269,1772,1814,17,155,1066,396,354,402,419,110,99,66,48,15,41,81,5,45,64,8,495,859,399,782,0,0,0,0,0,0
SAMP_4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3046,4685,3020,1056,1985,2369,2588,1607,1550,1119,875,1320,1367,1506,806,968,554,453,611,667,0,0,0,0,0,0
SAMP_4090,5345,4850,4474,4547,2069,1370,2335,2853,1252,1500,1643,651,302,204,178,1166,391,196,221,673,147,172,395,393,50,11,20,21,18,8,5,0,1,0,1,2,0,2,2,0,1203,1931,1576,1638,0,0,0,0,0,0
SAMP_4091,0,0,0,0,0,1,0,0,0,0,474,1561,1308,68,368,203,85,1115,1819,488,3888,6107,1,21,5687,2497,1137,1336,3102,594,962,307,271,153,172,729,71,110,533,46,1260,2018,1363,1159,0,0,0,0,0,0
SAMP_4092,980,569,1611,1368,378,108,543,208,74,157,6017,2485,1267,1516,558,2029,1198,1307,884,1534,385,449,1542,1183,85,39,23,30,35,11,3,2,5,1,2,1,1,5,11,0,741,988,851,507,0,0,0,0,0,75
SAMP_4093,20,17,49,16,9,3,10,4,0,2,1184,1107,1052,641,874,667,437,344,558,534,458,565,486,511,121,20,15,41,52,12,3,5,2,2,3,8,3,1,7,0,379,532,214,342,0,0,0,0,7,0
SAMP_4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,497,426,512,453,463,410,313,271,585,247,248,331,253,221,213,339,154,279,135,156,0,0,0,0,0,0
SAMP_4095,229,237,669,645,104,65,194,135,24,57,3497,1684,1009,917,947,1559,1673,987,563,2293,583,1106,1225,1220,62,32,23,55,72,10,3,3,6,1,1,3,1,2,11,1,675,809,585,539,0,0,0,0,0,0
SAMP_4096,106,46,418,129,19,22,45,27,5,20,4781,2066,1891,1534,1246,1005,1305,1368,696,1834,584,876,1207,1598,114,64,19,60,77,22,9,2,0,2,2,9,0,8,10,0,469,1008,500,355,0,0,0,0,0,0
SAMP_4097,1195,1149,576,668,496,367,479,365,312,336,316,179,62,38,49,106,49,26,20,55,18,22,74,28,10,1,2,2,5,0,0,0,0,0,0,1,0,0,0,0,618,602,285,264,0,0,0,0,0,0
SAMP_4098,1499,1252,1379,926,618,411,688,537,211,610,833,393,178,133,102,543,137,75,91,193,43,92,200,117,20,5,2,10,7,1,0,2,0,0,0,0,2,1,2,0,558,420,530,380,0,0,0,0,0,0
SAMP_4099,3743,2203,2878,2789,556,350,1015,1205,319,425,5298,2834,1124,948,1516,2158,1645,1560,605,2627,539,558,2148,1820,103,54,25,35,35,10,4,3,4,1,7,5,0,2,7,3,1940,1348,1371,1005,0,103,0,0,0,0
SAMP_4100,3607,2568,2970,2609,1230,1330,1276,1552,680,707,913,646,166,129,110,602,214,66,71,321,66,89,183,88,19,5,1,11,15,5,3,1,3,1,0,2,0,0,0,0,811,891,1094,440,0,0,0,0,0,0
SAMP_4101,1,1,1,0,0,0,0,0,0,0,785,626,989,160,498,263,64,1105,1539,428,2131,2991,9,91,1626,1090,273,749,802,247,205,93,55,27,64,134,7,65,243,13,1046,633,680,700,0,0,0,0,0,0
SAMP_4102,344,305,432,403,49,35,114,84,29,52,2686,1263,862,1152,877,2155,1084,832,744,1067,493,578,1167,934,76,25,19,38,53,6,6,1,3,0,2,7,2,1,1,1,446,766,479,535,0,0,0,0,0,0
SAMP_4103,14,9,35,6,4,3,3,6,0,0,2547,3010,3182,1488,1070,1185,1222,1670,1544,1598,1464,1726,477,718,414,180,100,168,219,29,35,12,1,5,21,35,3,9,21,0,544,697,595,562,0,0,0,0,0,0
SAMP_4104,1430,1164,1873,1567,604,390,735,959,265,370,1444,632,401,308,508,764,335,258,213,703,197,268,558,281,50,9,9,21,12,1,2,1,1,0,1,3,0,0,1,0,776,519,429,533,0,0,0,0,0,0
SAMP_4105,1152,569,1333,818,221,178,363,302,83,265,3449,1362,1380,785,1256,1920,1045,1122,706,943,238,475,1108,1300,48,34,8,27,59,9,3,2,0,0,1,6,0,2,9,0,926,571,731,806,0,0,0,0,0,97
SAMP_4106,2,0,0,0,0,0,0,0,0,0,612,1689,1272,225,685,282,83,1122,1553,444,2919,3474,12,82,1814,792,365,776,640,351,165,84,73,27,67,140,7,67,157,7,449,999,373,483,0,0,0,0,0,0
SAMP_4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,3453,2025,1564,1514,1972,1718,1286,1207,742,1027,1181,821,1621,656,744,429,873,353,627,0,0,0,0,0,0
SAMP_4108,5222,1795,2565,1179,875,869,902,1675,634,744,568,426,119,114,103,436,96,60,74,183,73,188,212,112,16,8,3,5,5,3,0,0,1,0,0,2,1,0,5,0,801,866,707,581,0,0,0,0,0,0
SAMP_4109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,18,0,0,0,662,783,770,983,791,456,673,315,318,290,222,322,195,310,216,153,321,257,161,189,0,0,0,0,0,0
SAMP_4110,7,5,8,16,1,1,3,4,0,0,2859,2750,2183,1495,895,1082,1381,1383,1307,2056,989,1967,208,656,350,253,124,222,277,52,18,26,23,10,16,30,2,14,24,1,591,681,515,555,145,0,0,0,0,0
SAMP_4111,16,4,33,25,2,3,11,2,1,1,4166,2675,3648,1562,2080,2134,1552,2168,1724,3144,1772,2983,532,1317,333,254,108,243,375,65,37,26,18,8,12,50,5,16,45,4,675,1217,592,800,0,0,0,0,0,0
SAMP_4112,18,3,18,11,1,1,3,1,0,3,2646,2175,2792,1036,1036,687,1011,1578,1404,1855,1453,1400,301,557,278,85,43,128,159,50,21,13,9,5,8,22,4,12,13,0,419,408,373,510,0,0,0,0,0,0
SAMP_4113,1720,1288,1690,1977,1629,667,1032,717,503,517,668,457,145,103,126,756,133,53,122,200,44,131,209,168,18,2,4,10,7,2,0,1,0,0,0,4,0,1,2,1,794,331,747,749,0,0,0,0,0,0
SAMP_4114,4291,3549,2132,2778,1492,1482,1335,2084,647,777,2241,1120,446,358,302,1103,547,400,316,1058,107,216,709,494,36,10,16,17,23,8,6,0,2,0,2,1,0,1,7,0,1431,1208,1310,952,0,0,0,0,0,0
SAMP_4115,6,4,3,3,0,0,0,0,0,1,1549,2417,3095,565,966,524,475,1936,1837,1902,1745,3661,106,368,1221,266,182,398,581,101,47,35,33,10,30,82,4,27,98,4,1177,924,389,424,0,0,0,0,0,0
SAMP_4116,724,425,537,617,85,55,222,124,23,44,5066,1571,1244,1347,1444,1813,1277,548,509,1505,419,568,1042,793,77,29,19,25,36,5,1,3,2,0,1,10,0,2,11,0,780,405,615,453,0,0,0,0,0,0
SAMP_4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317,2809,1812,1280,1797,1262,1119,450,1306,1471,655,1138,1074,1252,779,468,679,464,747,328,0,0,0,0,0,0
SAMP_4118,158,55,238,128,25,20,36,41,6,27,2025,740,989,639,632,1110,679,661,462,611,410,423,475,508,68,24,22,22,27,6,4,1,2,1,3,5,0,0,7,0,476,344,175,276,0,0,0,0,0,0
SAMP_4119,1478,2221,1838,1180,904,437,960,625,211,575,1693,693,328,295,279,1164,297,175,139,439,91,302,610,460,22,13,10,25,16,2,0,0,0,0,0,2,0,1,1,0,979,658,604,558,0,0,0,0,0,0
SAMP_4120,0,0,0,1,0,0,0,0,0,0,275,1567,890,61,139,138,39,1055,1588,656,3378,4162,2,26,6765,2053,2163,2234,2600,837,615,288,398,132,427,480,60,288,552,55,1974,1304,1072,744,0,0,0,0,0,0
SAMP_4121,901,323,864,998,196,140,529,246,86,286,1582,1557,490,953,740,858,1134,513,582,522,198,830,1193,427,48,34,8,37,17,1,6,1,2,0,1,4,1,0,5,0,524,449,567,560,0,0,0,35,0,0
SAMP_4122,7,4,13,5,0,1,0,3,0,0,2667,1871,1272,613,707,518,638,1107,875,969,951,934,247,381,162,174,56,145,120,50,31,14,4,3,13,26,2,11,21,0,408,558,320,283,0,0,0,0,0,0
SAMP_4123,0,0,0,0,0,0,0,1,0,0,264,1049,919,42,179,51,47,1243,1096,350,2456,2141,2,28,2770,2037,788,2605,2134,661,278,236,201,78,206,498,35,164,446,17,1160,1043,1061,804,0,0,0,0,0,0
SAMP_4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,4520,3094,2329,2679,3633,2226,1774,2966,1586,1328,2454,1041,1614,1460,816,1407,1058,473,845,0,0,0,0,0,54
SAMP_4125,0,0,0,0,0,0,0,0,0,0,0,17,8,0,1,0,0,7,38,1,363,149,0,0,2746,1631,1564,1173,1342,761,740,462,849,465,549,766,214,503,722,142,887,830,644,644,0,0,0,0,0,0
SAMP_4126,0,0,1,0,0,0,0,0,0,0,315,1220,1765,125,195,113,61,1479,987,600,2165,2095,1,70,2333,821,899,1453,1113,240,202,176,102,32,157,159,30,79,402,13,837,587,474,771,0,0,0,0,0,0
SAMP_4127,1,2,0,1,0,0,0,0,0,0,2263,1744,2268,551,1109,1265,500,2427,2316,2198,1693,2651,62,287,1176,755,421,712,999,137,122,59,44,27,52,73,9,48,134,5,1018,1113,623,1021,0,0,0,0,0,0
SAMP_4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357,2370,1968,2055,1644,2366,1770,908,1120,1132,926,1205,987,1405,597,1087,755,886,762,462,0,0,0,28,0,0
SAMP_4129,1107,1000,2352,1094,321,287,511,383,184,236,3048,1643,912,797,477,1445,956,499,353,1341,297,446,1205,885,57,24,14,26,35,1,3,4,2,1,2,4,0,1,3,0,552,1216,778,771,0,0,0,0,0,0
SAMP_4130,1702,984,1368,897,1136,772,567,610,241,326,310,160,93,29,55,305,50,60,79,99,32,55,108,60,13,1,2,4,2,4,0,0,0,0,0,0,0,0,1,0,518,537,443,283,61,0,0,0,0,0
SAMP_4131,775,795,1655,852,318,163,340,222,46,92,2695,1180,563,897,990,1799,1245,319,296,1285,419,535,1150,940,97,16,27,19,25,2,3,5,1,0,1,8,2,0,5,0,1165,864,637,603,0,0,0,0,0,0
SAMP_4132,4500,4165,4385,2569,743,573,888,862,304,679,3268,1133,836,352,1079,1574,1335,412,522,1006,533,549,1241,908,69,19,18,35,81,10,4,4,1,1,2,4,0,2,6,0,1689,1339,1136,853,0,0,0,0,0,0
SAMP_4133,1,0,1,0,0,0,0,0,0,0,400,1140,961,158,424,188,127,739,1019,588,703,848,28,71,910,548,247,335,535,147,72,39,25,20,50,68,3,37,69,8,563,644,454,438,0,0,0,0,0,0
SAMP_4134,2,2,4,0,0,0,0,0,0,0,1232,1147,1433,342,892,443,294,1911,1707,912,1578,2215,58,282,523,220,273,455,395,142,87,54,28,15,55,46,11,24,49,5,442,520,461,725,0,0,0,0,0,0
SAMP_4135,0,0,2,1,0,0,0,0,0,0,1542,1186,2070,334,735,304,148,3332,1693,1489,1745,1808,18,301,1584,544,365,472,762,109,138,105,61,26,48,135,7,53,131,10,663,616,654,639,0,72,0,0,0,0
SAMP_4136,4083,2015,2331,2777,1188,1299,1141,848,556,899,530,338,164,46,80,607,182,90,115,209,54,98,181,117,20,4,1,7,11,1,1,2,0,1,1,2,0,0,3,0,1000,1349,1053,706,0,0,0,0,0,0
SAMP_4137,0,0,0,0,0,0,0,0,0,0,287,731,1024,69,328,77,28,1277,1710,315,3950,2174,2,30,2554,1580,1275,1690,2841,687,394,232,215,112,193,449,78,222,730,38,1379,1703,824,987,0,0,72,0,0,0
SAMP_4138,1030,382,650,1007,258,200,311,308,61,128,2288,823,478,297,394,688,366,464,378,944,178,479,688,337,43,10,6,34,12,2,3,0,0,1,1,1,1,2,5,0,640,473,477,319,0,44,0,0,0,35
SAMP_4139,0,0,0,0,0,0,0,0,0,0,71,275,216,4,79,28,7,254,260,106,724,640,0,9,1243,582,353,718,654,328,129,76,55,59,108,116,21,123,199,20,441,419,385,360,0,0,0,0,0,0
SAMP_4140,15,12,51,13,3,2,4,2,0,3,2324,1321,1824,601,1063,1022,970,861,1247,476,902,1274,376,1018,308,94,23,88,112,28,12,6,4,4,7,9,1,5,26,1,259,498,448,539,0,0,0,0,0,0
SAMP_4141,237,221,419,289,89,62,183,99,42,64,3926,1901,1142,1187,961,1625,1112,667,923,2055,306,846,1737,1101,74,11,16,45,74,5,7,3,3,1,1,5,0,0,7,0,462,704,562,651,0,0,0,0,0,0
SAMP_4142,2034,1343,2113,1361,1031,525,1131,616,408,663,2188,978,246,204,204,925,476,246,108,391,77,189,489,232,39,16,8,13,21,5,5,0,0,0,0,6,0,2,2,0,749,859,286,811,0,0,0,0,0,0
SAMP_4143,6398,3912,3153,3795,1220,521,1720,1818,619,758,1389,517,311,200,301,1098,324,172,114,409,156,258,543,315,24,20,9,11,17,4,1,1,1,0,0,2,1,0,2,0,1015,1239,813,886,0,91,0,61,0,0
SAMP_4144,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,5,5,0,148,78,0,0,3588,2929,3649,2516,2424,1663,1607,953,1195,375,917,1466,751,1518,661,239,798,733,699,970,67,0,0,0,0,0
SAMP_4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,825,552,908,886,793,783,544,495,834,802,492,477,739,280,437,349,290,214,264,0,40,0,0,0,0
SAMP_4146,2,0,3,0,0,0,0,0,0,0,825,1696,2732,292,772,282,201,1410,1310,825,2214,3890,30,150,2116,537,456,702,672,328,276,65,42,37,87,214,28,64,186,12,1706,1045,586,648,0,0,0,0,0,0
SAMP_4147,2081,1512,1244,879,504,263,787,631,166,376,968,492,114,111,126,641,266,74,67,282,57,83,215,177,26,7,5,7,7,0,1,0,0,0,2,1,0,0,0,0,388,571,527,467,0,0,0,0,0,0
SAMP_4148,81,32,130,100,9,7,18,21,1,19,1583,974,1253,449,573,771,876,526,521,947,347,365,348,532,49,12,14,32,51,6,5,6,1,0,1,10,1,1,5,0,360,418,154,255,0,0,0,0,0,0
SAMP_4149,0,0,0,0,0,0,0,0,0,0,61,537,293,1,50,18,2,256,430,55,1247,2256,0,1,2974,2498,1573,2782,3411,1541,1211,501,362,146,623,924,88,483,979,69,1110,797,793,1290,0,0,0,0,110,0
SAMP_4150,0,0,0,0,0,0,0,0,0,0,70,510,278,16,15,23,6,514,759,176,1527,779,0,1,5129,2748,2174,2482,1558,1218,661,614,500,163,338,961,135,153,942,81,1192,1636,947,1035,0,0,0,0,0,0
SAMP_4151,1384,701,1313,1256,840,233,428,350,183,201,1024,628,188,196,91,399,208,91,87,198,123,102,306,123,15,13,8,4,15,1,0,0,0,0,2,2,1,1,1,0,454,583,373,374,0,0,0,0,0,0
SAMP_4152,2058,2032,2353,1236,1005,566,988,1128,606,813,886,304,74,49,114,402,104,79,75,233,70,83,59,73,13,5,2,7,10,2,1,1,1,0,0,1,0,0,1,0,591,1162,560,475,0,0,0,0,0,0
SAMP_4153,0,0,0,0,0,0,0,0,0,0,132,741,598,21,100,32,10,416,878,147,2065,2672,0,5,4406,2688,2954,3030,3238,1725,1043,545,345,273,522,1172,91,550,642,76,1966,1057,1589,776,0,0,120,0,0,164
SAMP_4154,379,199,727,490,85,59,131,82,46,61,2722,1942,1631,760,1102,1791,1090,825,320,749,328,702,954,760,108,36,10,26,33,5,6,1,1,2,3,3,0,2,3,1,627,529,453,439,0,0,0,0,0,0
SAMP_4155,1610,853,1083,625,252,241,833,349,80,142,3655,1240,776,608,605,1772,1052,449,410,787,249,377,706,308,56,14,13,22,16,4,6,1,3,0,2,3,0,2,5,0,636,945,595,546,143,0,0,0,0,0
SAMP_4156,3658,6432,3339,4045,3644,2318,1653,2670,490,1061,1814,608,343,118,97,850,343,145,141,320,122,187,193,174,41,7,7,13,13,1,0,2,1,0,2,1,0,0,2,0,1878,2151,972,2547,0,0,0,0,0,0
SAMP_4157,63,19,113,44,2,7,15,5,1,9,3908,1692,3203,1664,1512,1196,1842,1864,1055,1884,1623,1134,632,1121,307,101,29,101,209,19,9,6,1,2,12,24,3,5,45,1,831,744,516,555,0,0,0,0,0,0
SAMP_4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,6,0,0,2371,2767,2367,1327,2011,1213,1644,1284,1349,1109,751,950,916,1642,1161,880,470,607,745,470,0,0,0,0,0,0
SAMP_4159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,1730,936,1185,1094,1048,994,670,1071,960,809,762,514,698,369,722,587,325,236,211,0,0,0,0,0,0
SAMP_4160,4,1,5,2,0,0,2,1,0,1,2326,931,991,374,659,713,408,1231,796,697,788,931,141,345,321,167,90,202,185,24,11,9,11,2,12,38,2,14,29,1,318,467,237,287,0,0,0,0,0,0
SAMP_4161,36,28,68,43,8,5,16,23,1,14,3042,2185,2797,2359,2058,969,851,2098,2044,2690,1318,1111,766,588,170,166,79,146,114,37,12,5,10,1,7,26,1,15,20,3,661,819,686,709,0,0,0,0,0,0
SAMP_4162,1972,1129,1343,762,1173,277,455,731,354,505,759,351,86,97,86,565,139,102,71,147,57,102,161,82,9,3,1,2,14,2,2,1,0,1,2,0,0,0,0,0,255,775,507,334,0,0,0,0,0,0
SAMP_4163,14,8,39,17,2,1,11,2,1,2,2008,2936,1876,1336,814,1519,674,2469,1202,1812,1587,1461,230,823,302,134,94,154,202,30,29,13,13,6,14,15,4,15,22,0,774,603,754,394,0,0,0,0,0,0
SAMP_4164,281,101,230,255,35,38,94,48,9,51,4982,3422,1269,1529,1261,1679,2000,987,512,2424,1357,1345,1447,1342,113,84,18,55,34,22,12,5,2,2,3,10,0,4,9,2,680,593,559,422,0,0,0,20,0,0
SAMP_4165,3,0,1,1,0,0,1,0,0,0,738,714,1097,256,533,267,292,1024,1099,900,1192,1682,42,121,812,405,281,400,408,73,45,53,32,12,38,32,5,18,82,8,457,619,418,494,0,0,0,0,0,49
SAMP_4166,143,53,228,111,18,16,35,36,12,19,1122,1223,1038,745,585,781,677,729,467,950,261,549,637,789,49,29,6,30,39,4,4,1,1,1,3,8,0,0,12,0,356,525,194,322,0,0,0,0,0,0
SAMP_4167,1382,925,1729,1464,234,254,338,468,148,202,2940,1479,1308,619,1045,1606,1067,632,552,871,451,387,1283,767,37,17,12,23,29,2,3,0,0,2,0,6,1,2,2,0,648,670,534,775,0,0,0,0,0,0
SAMP_4168,1244,1714,626,1059,617,403,657,686,150,405,701,334,142,76,94,393,166,63,41,165,37,84,153,107,11,5,3,4,4,2,1,0,0,0,0,0,0,0,0,0,555,646,236,430,0,0,0,0,0,0
SAMP_4169,1965,985,2677,1169,294,149,431,512,77,204,8043,4547,2717,2229,3612,4293,3733,2111,2354,4950,1567,743,2380,2608,258,64,41,81,114,25,17,3,11,2,4,16,2,6,5,2,1186,1745,1941,1452,0,0,0,0,0,0
SAMP_4170,4734,4385,4354,3999,835,1154,2423,2787,875,1154,2482,950,656,433,303,1525,904,320,395,838,188,365,839,411,39,17,7,15,17,4,1,3,0,0,1,1,0,1,1,0,2587,2466,1144,1438,0,0,0,0,0,0
SAMP_4171,2624,1995,2329,2521,1507,919,1792,956,235,883,3689,1394,1232,682,815,1924,1005,751,487,1292,474,630,1096,1284,105,19,16,32,52,2,6,1,0,2,1,3,2,2,6,0,1586,1995,745,865,0,0,0,0,0,0
SAMP_4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3137,1975,1596,1876,1131,1394,727,757,1183,1305,505,1176,826,907,708,785,848,878,558,589,0,0,0,0,0,0
SAMP_4173,31,21,88,18,11,6,16,4,0,7,1287,1282,1028,586,697,883,767,608,694,1327,482,942,587,676,124,23,41,15,51,6,6,5,1,3,1,4,0,6,13,0,494,249,339,351,0,0,0,0,0,0
SAMP_4174,12,7,35,32,6,1,14,6,3,8,816,798,1283,637,469,730,698,659,308,516,471,437,374,413,118,31,11,38,57,6,8,5,0,0,4,5,0,1,0,0,268,331,247,284,0,0,0,0,0,0
SAMP_4175,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,8,0,93,39,0,0,1581,622,1530,607,1075,882,738,549,463,337,226,665,206,280,461,118,264,250,326,391,0,0,0,0,0,0
SAMP_4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3277,2598,2694,1569,1772,2415,2898,1956,1869,1465,1125,2063,1118,2184,1425,672,1143,758,624,791,0,0,0,0,0,0
SAMP_4177,11,2,16,2,4,0,3,0,0,3,4190,4484,3828,1179,1743,1565,948,2741,2828,3696,1590,3534,289,1189,1234,426,196,457,712,119,73,56,25,10,56,71,6,18,163,4,936,1032,920,774,0,0,0,0,0,0
SAMP_4178,0,0,0,0,0,0,0,0,0,0,1,11,5,0,1,0,0,11,10,1,136,104,0,0,1650,955,803,1739,1105,611,566,672,391,142,298,593,111,516,484,73,458,453,507,364,0,0,0,0,0,0
SAMP_4179,487,205,459,313,39,39,103,87,22,48,4798,1994,2325,2110,1637,2762,2231,1269,1264,2821,596,1304,1310,1017,118,71,26,49,101,11,4,2,3,4,1,9,1,2,14,0,965,587,526,521,0,0,0,0,0,0
SAMP_4180,2206,821,1812,1907,689,211,890,472,164,270,11358,6534,4182,2488,4996,4949,3207,2944,2364,3858,1463,2029,3904,2498,267,125,30,77,284,14,14,8,4,4,3,8,0,3,13,1,2195,3753,1937,1244,0,0,0,0,0,0
SAMP_4181,76,42,77,81,11,3,22,10,2,17,2912,1515,1347,1338,887,1114,1724,1227,671,2690,642,1109,1661,622,98,80,46,92,86,16,14,9,10,2,4,6,4,4,8,0,643,426,495,388,0,0,0,0,0,0
SAMP_4182,0,0,0,0,0,0,0,0,0,0,758,1165,589,138,491,157,84,553,1361,495,2311,2742,10,82,2156,761,545,531,756,163,186,46,65,24,79,103,23,44,148,12,596,479,730,347,0,0,0,0,0,0
SAMP_4183,2,1,1,0,0,1,0,0,0,0,1089,1588,1558,251,480,449,176,1538,1497,1050,1752,1994,32,113,1276,527,456,412,924,173,80,52,31,14,46,101,5,42,162,6,1201,639,725,609,0,0,0,0,0,0
SAMP_4184,783,292,809,694,202,125,280,264,56,130,2379,3227,1066,1142,881,1741,1849,733,479,1562,290,686,1280,674,86,15,6,32,34,4,6,0,1,0,1,2,1,2,6,0,532,958,744,897,0,0,0,0,0,0
SAMP_4185,1514,1744,1807,2363,944,785,993,726,301,415,1509,734,323,255,132,896,392,90,111,158,189,255,448,226,38,4,7,11,9,2,2,1,0,0,0,1,0,2,3,0,861,1075,509,786,0,0,0,0,0,0
SAMP_4186,1,0,0,0,0,0,0,0,0,1,332,819,903,121,305,148,71,873,946,469,1533,1776,11,24,1095,1083,495,803,1620,382,188,128,97,34,70,241,21,46,108,12,952,678,548,530,0,0,0,0,0,0
SAMP_4187,1023,831,1064,802,347,231,402,292,198,333,752,211,141,126,155,251,252,107,63,288,28,144,245,79,9,4,3,1,17,1,0,0,0,0,1,1,0,0,0,0,412,286,133,292,0,0,0,0,0,0
SAMP_4188,5,3,5,1,1,1,2,0,0,1,2435,2212,2115,553,904,748,455,2083,1529,1398,1401,2273,137,398,361,254,169,380,232,79,37,30,28,4,33,41,9,22,72,5,842,567,483,639,0,0,0,0,0,0
SAMP_4189,0,0,0,0,0,0,0,0,0,0,150,568,459,26,78,48,18,547,1018,141,4315,2529,0,18,5245,4544,1867,2217,3477,635,373,736,333,296,469,494,70,318,922,66,1945,2353,884,1673,0,0,0,0,0,0
SAMP_4190,2,1,7,5,0,1,2,2,0,1,2258,2128,4490,1049,1200,1430,491,2391,2465,2143,2726,2340,169,467,853,533,301,478,1262,165,88,41,25,29,43,78,10,41,109,5,1064,902,970,876,0,0,0,0,0,0
SAMP_4191,0,0,0,0,0,0,0,0,0,0,9,80,39,0,6,8,0,81,125,13,380,479,0,0,1151,1339,767,1322,765,294,528,173,173,137,143,532,79,186,373,26,326,280,214,270,0,0,0,0,0,0
SAMP_4192,0,0,0,0,0,0,0,0,0,0,1,22,11,0,0,0,0,16,61,1,602,200,0,0,5147,3835,3281,2956,2034,1932,1032,1002,1404,512,601,1004,476,844,1627,219,951,1382,772,872,199,0,0,46,0,0
